company_name,aliases,crunchbase_description,wikipedia_search,wikipedia_description,wikipedia_description_link,company_homepage,company_description,company_description_link,retrieval_date
deeplite,"deeplite, inc.; deeplite inc","Deeplite provides intelligent optimization software to make Deep Neural Networks faster, smaller and energy--efficient.",https://en.wikipedia.org/wiki/Special:Search?search=deeplite,,,http://www.deeplite.ai,"We provide an AI-Driven Optimizer to make Deep Neural Networks faster, smaller and energy-efficient from cloud to edge computing.",http://www.deeplite.ai,2021-03-17
nconnex inc.,nconnex,NConnex is endeavoring to bring the long desired visualization and 3D sensing technology into home furnishing business.,https://en.wikipedia.org/wiki/Special:Search?search=nconnex+inc.,,,http://www.nconnex.com,DomainMarket.com was established over a decade ago to provide a platform for great marketers and business owners to purchase the highest quality undeveloped Internet real estate brands (premium .Com domains.),https://www.domainmarket.com/about-us,2021-03-17
olgoonik corp,olgoonik; alaska native corp,"Olgoonik is offers construction and management services, specialty contract services, logistics, and technical services.",https://en.wikipedia.org/wiki/Special:Search?search=olgoonik+corp,The Alaska Native Regional Corporations were established in 1971 when the United States Congress passed the Alaska Native Claims Settlement Act (ANCSA) which settled land and financial claims made by the Alaska Natives and provided for the establishment of 13 regional corporations to administer those claims.,https://en.wikipedia.org/wiki/Alaska_Native_corporation,https://www.olgoonik.com/,,,2021-03-17
systems & technology research,systems & technology research llc; str,Systems & Technology Research is a defense & space company providing systems analysis and software engineering services.,https://en.wikipedia.org/wiki/Special:Search?search=systems+%26+technology+research,,,https://www.str.us,"We deliver the challenges, mentoring, and collaborators to let you build something of lasting impact",https://www.str.us,2021-03-17
dbs bank,dbs bank ltd; dbs,"DBS Bank is a Singapore-based bank, providing full range of services in consumer, SME, and corporate banking activities.",https://en.wikipedia.org/wiki/Special:Search?search=dbs+bank,"DBS Bank Ltd is a Singaporean multinational banking and financial services corporation headquartered in Marina Bay, Singapore. The company was known as The Development Bank of Singapore Limited, before the present name was adopted on 21 July 2003 to reflect its changing role as a global bank.",https://en.wikipedia.org/wiki/DBS_Bank,https://www.dbs.com,,,2021-03-17
logistics management institute,lmi,"LMI is a private, not-for-profit corporation that provides management consulting, research, and analysis to governments.",https://en.wikipedia.org/wiki/Special:Search?search=logistics+management+institute,"The Logistics Management Institute (more commonly referred to as LMI) is a consulting firm. Established as a private, not-for-profit organization in 1961, LMI is headquartered in Tysons, Virginia, near McLean, in the Greater Washington, D.C. area, with satellite offices located throughout the United States.",https://en.wikipedia.org/wiki/Logistics_Management_Institute,http://www.lmi.org/,,,2021-03-17
systems & technology research llc,systems and technology research; systems & technology research; str,Systems & Technology Research is a defense & space company providing systems analysis and software engineering services.,https://en.wikipedia.org/wiki/Special:Search?search=systems+%26+technology+research+llc,,,https://www.str.us,"We deliver the challenges, mentoring, and collaborators to let you build something of lasting impact",https://www.str.us,2021-03-17
textio,"textio, inc.","Textio offers a computer software that specializes in natural language processing, text analytics, and machine learning.",https://en.wikipedia.org/wiki/Special:Search?search=textio,,,https://textio.com/,"We have an audacious vision. The future of writing is knowing how well your words will work before anyone else reads them. To power this revolution, we are building a remarkable augmented writing platform that people are falling in love with. We are—quite literally—changing the way people write.",https://textio.com/team/,2021-03-17
falkonry,"falkonry, inc.","Falkonry enables predictive operations at Global 2000 companies for improved performance, throughput, quality and yield.",https://en.wikipedia.org/wiki/Special:Search?search=falkonry,,,http://falkonry.com/,"Falkonry was founded with the mission to enable step improvement in operational excellence through data and computation. Today, Falkonry's predictive operations solutions are used by companies, both large multinationals & regional manufacturers, to power their digital transformation & achieve significant improvements in production uptime, quality, yield and safety.",https://falkonry.com/about-us/,2021-03-17
kneron,"上海擎朗智能科技有限公司; 耐能; kneron, inc.; shenzhen kneron artificial intelligence co ltd",Kneron develops an application-specific integrated circuit and software that offers artificial intelligence-based tools.,https://en.wikipedia.org/wiki/Special:Search?search=kneron,,,http://www.kneron.us,"Established in San Diego in 2015, Kneron is a leading provider of edge AI solutions. It is dedicated to the design and development of integrated software and hardware edge AI solutions for AIoT, smart home, smart surveillance, security, mobile devices, robotics, and industrial control.",https://www.kneron.com/about/,2021-03-17
bright machines,"bright machines inc; bright machines, inc.","Bright Machines brings together flexible factory robots with intelligent software, production data and machine learning.",https://en.wikipedia.org/wiki/Special:Search?search=bright+machines,"Bright Machines is a software and robotics company whose applications focus on automation for the electronics manufacturing industry.[1] The San Francisco-based company has two primary products. First, Bright Machines employs “micro-factories” made up of robot cells for the purpose of automating electronics manufacturing and inspection. Second, Bright Machines offers software tools for the purpose of improving efficiencies in the manufacturing process.",https://en.wikipedia.org/wiki/Bright_Machines,https://www.brightmachines.com/,,,2021-03-17
prowler.io,prowlerio ltd; prowler; prowler.io limited,PROWLER.io is an AI/machine learning platform for building autonomous agents for games and decision-support simulations.,https://en.wikipedia.org/wiki/Special:Search?search=prowler.io,,,https://www.prowler.io/,"We brought together the worlds of academia and business to solve this problem. We focussed on applying practical machine-learning research to help people make decisions, with ease and confidence.",https://www.secondmind.ai/company/about/,2021-03-17
vipkid,"vipkid; 北京大米科技; 北京大米科技有限公司; beijing dami technology co., ltd.; vipkid hk ltd",VIPKid connects teachers in North America with children around the world for real-time English immersion learning online,https://en.wikipedia.org/wiki/Special:Search?search=vipkid,"VIPKid, also known as VIPKID, is an online teaching and education company.",https://en.wikipedia.org/wiki/VIPKid,https://www.vipkid.com.cn,,,2021-03-17
global payments inc.,"global payments inc; global payments; global payments direct, inc.; global payments (nyse: gpn)","Global Payments offers transaction processing services through their high-speed, robust electronic information networks.",https://en.wikipedia.org/wiki/Special:Search?search=global+payments+inc.,"Global Payments Inc. is an American company providing financial technology services globally.[3] Headquartered in Atlanta, its stock is a component of the S&P 500 stock market index.",https://en.wikipedia.org/wiki/Global_Payments,https://www.globalpaymentsinc.com/,,,2021-03-17
recursion pharmaceuticals,"recursion pharmaceuticals, inc.; recursion; recursion pharmaceuticals inc","Recursion Pharmaceuticals combines experimental biology, automation, and artificial intelligence to discover treatments.",https://en.wikipedia.org/wiki/Special:Search?search=recursion+pharmaceuticals,,,http://www.recursionpharma.com,"We are Reengineering drug discovery by taking a target-agnostic approach that combines automation, machine learning and the world’s largest biological image dataset with a highly cross-functional team to discover transformative new treatments.
",http://www.recursionpharma.com,2021-03-17
zillow,"zillow, inc.; zillow group inc; zillow group","Zillow is an online real estate marketplace for finding and sharing information about homes, real estate, and mortgages.",https://en.wikipedia.org/wiki/Special:Search?search=zillow,"Zillow Group, Inc., or simply Zillow, is an American online real estate marketplace company that was founded in 2006,[3] was created by Rich Barton and Lloyd Frink, former Microsoft executives and founders of Microsoft spin-off Expedia; Spencer Rascoff, a co-founder of Hotwire.com; David Beitel, Zillow's current Chief Technology Officer; and Kristin Acker, Zillow's current Senior Vice President of Experience Design.",https://en.wikipedia.org/wiki/Zillow,http://www.zillow.com,,,2021-03-17
